periodid,periodname,periodcode,organisationunitid,organisationunitname,organisationunitcode,NUT_PLW Screened for Acute Malnutrition By MUAC Status MUAC < 23 cm,NUT_PLW Screened for Acute Malnutrition By MUAC Status MUAC >= 23 cm,NUT_PLW screened for acute malnutrition By status Pregnant,NUT_PLW screened for acute malnutrition By status lactating,NUT_Pregnant Women De-Wormed default,Nutrition - Nutritional Services Provided default,NUT_SAM at Beginning of the Month default,NUT_Newborns < 2500 gm default,NUT_MAM at Beginning of the Month default,NUT_Live Births Weighed default,NUT_Children With SAM Admitted To OTP default,NUT_Children With MAM Admitted to OTP default,NUT_Children Exit SAM Treatment (OTP) Cured,NUT_Children Exit SAM Treatment (OTP) Died,NUT_Children Exit SAM Treatment (OTP) Transferred out,NUT_Children Exit SAM Treatment (OTP) Defaulted,NUT_Children Exit SAM Treatment (OTP) Non-respondent,NUT_Children Exit MAM Treatment Cured,NUT_Children Exit MAM Treatment Died,NUT_Children Exit MAM Treatment Transferred out,NUT_Children Exit MAM Treatment Defaulted,NUT_Children Exit MAM Treatment Non-respondent,NUT_Children 6-59 Months Received Vitamin A by Dose First dose,NUT_Children 6-59 Months Received Vitamin A by Dose Second dose,EthioYear,month_name,year_gc,region,EthioMonth,GPP_mean_ec,Season,NUT_Children_Weighted_GMP,NUT_Pregnant_Women_IFA_90plus,NUT_SC_Children_TransferredOut,NUT_SC_Children_NonRespondent,NUT_SC_Children_Exit,NUT_SC_Children_Died,NUT_SC_Children_Cured,NUT_SC_Children_Defaulted,NUT_Children_VitaminA,NUT_Children_Dewormed,NUT_Adolescent_Underweight,NUT_SAM_Beginning_SC,NUT_SC_Children_Stabilized,NUT_Children_With_SAM_SC,NUT_Modere_Malnutrition,NUT_Severe_Malnutrition,NUT_TOT_<5_Screened_for_malnutrition,prevalance_acute_malnutration,Acute malnutration rate,IPC_AMN_class,SAM_Rate,IPC_AMN_class_SAM
200911,Hamle 2009,200911,b3aCK1PTn5S,Federal Ministry Of Health,1000750,285.0,1365.0,95.0,235.0,72.0,1.0,29.0,2.0,0.0,10.0,7.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555.0,36.0,2009,Hamle,2017,Addis Ababa,11,0.0182169,Kiremt,765.0,25.0,,,,,,,591.0,340.0,0.0,,,,132.0,18.0,1895.0,150.0,7.9155672823219,Alert (3-10%),0.00949868073878628,Minimal (0-0.5%)
200911,Hamle 2009,200911,yY9BLUUegel,Addis Ababa City Administration,1056254,,,,,,,,,,,,,,,,,,,,,,,,,2009,Hamle,2017,Addis Ababa,11,0.0182169,Kiremt,10.0,,,,,,,,,,,,,,122.0,18.0,1895.0,140.0,7.387862796833773,Alert (3-10%),0.00949868073878628,Minimal (0-0.5%)
200911,Hamle 2009,200911,UFtGyqJMEZh,Afar Region,1056255,,,,,,,,,,,,,,,,,,,,,,,,,2009,Hamle,2017,Afar,11,0.0035563,Kiremt,,,,,,,,,,,,,,,803.0115284710853,400.8125,1711.2608687284937,1203.8240284710853,70.34719547847513,Extremely Critical (>=30%),0.23422057228353088,Minimal (0-0.5%)
200911,Hamle 2009,200911,yb9NKGA8uqt,Amhara Region,1069284,,,,,,,,,,,,,,,,,,,,,,,,,2009,Hamle,2017,Amhara,11,0.030080875,Kiremt,,,,,,,,,,,,,,,622.28,100.135,1711.2608687284937,722.415,42.21536372398739,Extremely Critical (>=30%),0.0585153332433778,Minimal (0-0.5%)
200911,Hamle 2009,200911,Fccw8uMlJHN,Benishangul Gumuz Regional Health Bureau,6,,,,,,,,,,,,,,,,,,,,,,,,,2009,Hamle,2017,Benishangul Gumuz,11,0.048006875,Kiremt,,,,,,,,,,,,,,,803.0115284710853,400.8125,1711.2608687284937,1203.8240284710853,70.34719547847513,Extremely Critical (>=30%),0.23422057228353088,Minimal (0-0.5%)
200911,Hamle 2009,200911,tDoLtk2ylu4,Central Ethiopian region,1084709,,,,,,,,,,,,,,,,,,,,,,,,,2009,Hamle,2017,Central Ethiopia,11,0.036907725,Kiremt,,,,,,,,,,,,,,,182.2925,23.43,1711.2608687284937,205.7225,12.021691359825025,Serious (10-15%),0.013691658839490107,Minimal (0-0.5%)
200911,Hamle 2009,200911,G9hDiPNoB7d,Dire Dawa City Administration,1056248,,,,,,,,,,,,,,,,,,,,,,,,,2009,Hamle,2017,Dire Dawa,11,0.014810575,Kiremt,,,,,,,,,,,,,,,803.0115284710853,400.8125,1711.2608687284937,1203.8240284710853,70.34719547847513,Extremely Critical (>=30%),0.23422057228353088,Minimal (0-0.5%)
200911,Hamle 2009,200911,moBiwh9h5Ce,Gambella Region,1056252,,,,,,,,,,,,,,,,,,,,,,,,,2009,Hamle,2017,Gambella,11,0.051149325,Kiremt,,,,,,,,,,,,,,,803.0115284710853,400.8125,1711.2608687284937,1203.8240284710853,70.34719547847513,Extremely Critical (>=30%),0.23422057228353088,Minimal (0-0.5%)
200911,Hamle 2009,200911,b9nYedsL8te,Harari Region,1056249,,,,,,,,,,,,,,,,,,,,,,,,,2009,Hamle,2017,Harari,11,0.026247125,Kiremt,,,,,,,,,,,,,,,803.0115284710853,400.8125,1711.2608687284937,1203.8240284710853,70.34719547847513,Extremely Critical (>=30%),0.23422057228353088,Minimal (0-0.5%)
200911,Hamle 2009,200911,XU2wpLlX4Vk,Oromia Region,1056258,285.0,1365.0,95.0,235.0,72.0,1.0,29.0,2.0,0.0,10.0,7.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555.0,36.0,2009,Hamle,2017,Oromia,11,0.030182675,Kiremt,755.0,25.0,,,,,,,591.0,340.0,0.0,,,,121.0,7.0,1895.0,128.0,6.75461741424802,Alert (3-10%),0.0036939313984168864,Minimal (0-0.5%)
200911,Hamle 2009,200911,xNUoZIrGKxQ,Sidama Region,1063606,,,,,,,,,,,,,,,,,,,,,,,,,2009,Hamle,2017,Sidama,11,0.04071445,Kiremt,,,,,,,,,,,,,,,803.0115284710853,400.8125,1711.2608687284937,1203.8240284710853,70.34719547847513,Extremely Critical (>=30%),0.23422057228353088,Minimal (0-0.5%)
200911,Hamle 2009,200911,PCKGSJoNHXi,Somali Region,1056250,,,,,,,,,,,,,,,,,,,,,,,,,2009,Hamle,2017,Somali,11,0.033647750000000004,Kiremt,,,,,,,,,,,,,,,803.0115284710853,400.8125,1711.2608687284937,1203.8240284710853,70.34719547847513,Extremely Critical (>=30%),0.23422057228353088,Minimal (0-0.5%)
200911,Hamle 2009,200911,a2QIIR2UXcd,South Ethiopia Region,1084722,,,,,,,,,,,,,,,,,,,,,,,,,2009,Hamle,2017,South Ethiopia,11,0.032749324999999996,Kiremt,,,,,,,,,,,,,,,803.0115284710853,400.8125,1711.2608687284937,1203.8240284710853,70.34719547847513,Extremely Critical (>=30%),0.23422057228353088,Minimal (0-0.5%)
200911,Hamle 2009,200911,HIlnt7Qj8do,South West Ethiopia Region,1065977,,,,,,,,,,,,,,,,,,,,,,,,,2009,Hamle,2017,South West Ethiopia,11,0.048326675,Kiremt,,,,,,,,,,,,,,,803.0115284710853,400.8125,1711.2608687284937,1203.8240284710853,70.34719547847513,Extremely Critical (>=30%),0.23422057228353088,Minimal (0-0.5%)
200911,Hamle 2009,200911,Gmw0DJLXGtx,Tigray Region,1056251,,,,,,,,,,,,,,,,,,,,,,,,,2009,Hamle,2017,Tigray,11,0.02250425,Kiremt,,,,,,,,,,,,,,,803.0115284710853,400.8125,1711.2608687284937,1203.8240284710853,70.34719547847513,Extremely Critical (>=30%),0.23422057228353088,Minimal (0-0.5%)
200912,Nehase 2009,200912,b3aCK1PTn5S,Federal Ministry Of Health,1000750,315.0,1680.0,,,9.0,1.0,,0.0,,3.0,,,,,,,,,,,,,209.0,1489.0,2009,Nehase,2017,Addis Ababa,12,0.02853805,Kiremt,597.0,46.0,,,,,,,1698.0,822.0,,,,,128.0,7.0,1895.0,135.0,7.12401055408971,Alert (3-10%),0.0036939313984168864,Minimal (0-0.5%)
200912,Nehase 2009,200912,yY9BLUUegel,Addis Ababa City Administration,1056254,,,,,,,,,,,,,,,,,,,,,,,,,2009,Nehase,2017,Addis Ababa,12,0.02853805,Kiremt,,,,,,,,,,,,,,,143.0,11.5,1895.0,154.5,8.153034300791557,Alert (3-10%),0.006068601583113457,Minimal (0-0.5%)
200912,Nehase 2009,200912,UFtGyqJMEZh,Afar Region,1056255,,,,,,,,,,,,,,,,,,,,,,,,,2009,Nehase,2017,Afar,12,0.00907345,Kiremt,,,,,,,,,,,,,,,803.0115284710853,400.8125,1711.2608687284937,1203.8240284710853,70.34719547847513,Extremely Critical (>=30%),0.23422057228353088,Minimal (0-0.5%)
200912,Nehase 2009,200912,yb9NKGA8uqt,Amhara Region,1069284,,180.0,,,,,,,,,,,,,,,,,,,,,16.0,470.0,2009,Nehase,2017,Amhara,12,0.0394918,Kiremt,314.0,,,,,,,,486.0,201.0,,,,,622.28,100.135,1711.2608687284937,722.415,42.21536372398739,Extremely Critical (>=30%),0.0585153332433778,Minimal (0-0.5%)
200912,Nehase 2009,200912,Fccw8uMlJHN,Benishangul Gumuz Regional Health Bureau,6,,,,,,,,,,,,,,,,,,,,,,,,,2009,Nehase,2017,Benishangul Gumuz,12,0.0552579,Kiremt,,,,,,,,,,,,,,,803.0115284710853,400.8125,1711.2608687284937,1203.8240284710853,70.34719547847513,Extremely Critical (>=30%),0.23422057228353088,Minimal (0-0.5%)
200912,Nehase 2009,200912,tDoLtk2ylu4,Central Ethiopian region,1084709,19.0,56.0,,,9.0,,,0.0,,0.0,,,,,,,,,,,,,42.0,169.0,2009,Nehase,2017,Central Ethiopia,12,0.043451975000000004,Kiremt,271.0,7.0,,,,,,,211.0,147.0,,,,,182.2925,23.43,16186.79,205.7225,1.2709283310650226,Minimal (0-3%),0.0014474766151905349,Minimal (0-0.5%)
200912,Nehase 2009,200912,G9hDiPNoB7d,Dire Dawa City Administration,1056248,,,,,,,,,,,,,,,,,,,,,,,,,2009,Nehase,2017,Dire Dawa,12,0.018202275,Kiremt,,,,,,,,,,,,,,,803.0115284710853,400.8125,1711.2608687284937,1203.8240284710853,70.34719547847513,Extremely Critical (>=30%),0.23422057228353088,Minimal (0-0.5%)
200912,Nehase 2009,200912,moBiwh9h5Ce,Gambella Region,1056252,,,,,,,,,,,,,,,,,,,,,,,,,2009,Nehase,2017,Gambella,12,0.051106175000000004,Kiremt,,,,,,,,,,,,,,,803.0115284710853,400.8125,1711.2608687284937,1203.8240284710853,70.34719547847513,Extremely Critical (>=30%),0.23422057228353088,Minimal (0-0.5%)
200912,Nehase 2009,200912,b9nYedsL8te,Harari Region,1056249,,,,,,,,,,,,,,,,,,,,,,,,,2009,Nehase,2017,Harari,12,0.033283825,Kiremt,,,,,,,,,,,,,,,803.0115284710853,400.8125,1711.2608687284937,1203.8240284710853,70.34719547847513,Extremely Critical (>=30%),0.23422057228353088,Minimal (0-0.5%)
200912,Nehase 2009,200912,XU2wpLlX4Vk,Oromia Region,1056258,296.0,1444.0,,,0.0,1.0,,0.0,,3.0,,,,,,,,,,,,,151.0,850.0,2009,Nehase,2017,Oromia,12,0.034310900000000005,Kiremt,12.0,39.0,,,,,,,1001.0,474.0,,,,,111.0,7.0,1895.0,118.0,6.226912928759894,Alert (3-10%),0.0036939313984168864,Minimal (0-0.5%)
200912,Nehase 2009,200912,xNUoZIrGKxQ,Sidama Region,1063606,,,,,,,,,,,,,,,,,,,,,,,,,2009,Nehase,2017,Sidama,12,0.042495975,Kiremt,,,,,,,,,,,,,,,803.0115284710853,400.8125,1711.2608687284937,1203.8240284710853,70.34719547847513,Extremely Critical (>=30%),0.23422057228353088,Minimal (0-0.5%)
200912,Nehase 2009,200912,PCKGSJoNHXi,Somali Region,1056250,,,,,,,,,,,,,,,,,,,,,,,,,2009,Nehase,2017,Somali,12,0.035478949999999995,Kiremt,,,,,,,,,,,,,,,803.0115284710853,400.8125,1711.2608687284937,1203.8240284710853,70.34719547847513,Extremely Critical (>=30%),0.23422057228353088,Minimal (0-0.5%)
200912,Nehase 2009,200912,a2QIIR2UXcd,South Ethiopia Region,1084722,,,,,,,,,,,,,,,,,,,,,,,,,2009,Nehase,2017,South Ethiopia,12,0.033083175,Kiremt,,,,,,,,,,,,,,,803.0115284710853,400.8125,1711.2608687284937,1203.8240284710853,70.34719547847513,Extremely Critical (>=30%),0.23422057228353088,Minimal (0-0.5%)
200912,Nehase 2009,200912,HIlnt7Qj8do,South West Ethiopia Region,1065977,,,,,,,,,,,,,,,,,,,,,,,,,2009,Nehase,2017,South West Ethiopia,12,0.051873724999999996,Kiremt,,,,,,,,,,,,,,,803.0115284710853,400.8125,1711.2608687284937,1203.8240284710853,70.34719547847513,Extremely Critical (>=30%),0.23422057228353088,Minimal (0-0.5%)
200912,Nehase 2009,200912,Gmw0DJLXGtx,Tigray Region,1056251,,,,,,,,,,,,,,,,,,,,,,,,,2009,Nehase,2017,Tigray,12,0.028816225,Kiremt,,,,,,,,,,,,,,,803.0115284710853,400.8125,1711.2608687284937,1203.8240284710853,70.34719547847513,Extremely Critical (>=30%),0.23422057228353088,Minimal (0-0.5%)
201001,Meskerem 2010,201001,b3aCK1PTn5S,Federal Ministry Of Health,1000750,336.0,2295.0,,,175.0,,,1.0,,356.0,,,,,,,,,,,,,223.0,377.0,2010,Meskerem,2017,Addis Ababa,1,0.037771175,Kiremt,2064.0,273.0,,,,,,,600.0,378.0,,,,,158.0,16.0,1895.0,174.0,9.182058047493404,Alert (3-10%),0.008443271767810026,Minimal (0-0.5%)
201001,Meskerem 2010,201001,yY9BLUUegel,Addis Ababa City Administration,1056254,0.0,66.0,,,0.0,,,0.0,,15.0,,,,,,,,,,,,,43.0,93.0,2010,Meskerem,2017,Addis Ababa,1,0.037771175,Kiremt,259.0,66.0,,,,,,,136.0,55.0,,,,,158.0,7.0,1895.0,165.0,8.70712401055409,Alert (3-10%),0.0036939313984168864,Minimal (0-0.5%)
201001,Meskerem 2010,201001,UFtGyqJMEZh,Afar Region,1056255,,,,,,,,,,,,,,,,,,,,,,,,,2010,Meskerem,2017,Afar,1,0.009226874999999999,Kiremt,,,,,,,,,,,,,,,803.0115284710853,400.8125,1711.2608687284937,1203.8240284710853,70.34719547847513,Extremely Critical (>=30%),0.23422057228353088,Minimal (0-0.5%)
201001,Meskerem 2010,201001,yb9NKGA8uqt,Amhara Region,1069284,16.0,618.0,,,106.0,,,0.0,,252.0,,,,,,,,,,,,,152.0,284.0,2010,Meskerem,2017,Amhara,1,0.045296825,Kiremt,1341.0,183.0,,,,,,,436.0,269.0,,,,,622.28,100.135,16134.2375,722.415,4.477527989779499,Alert (3-10%),0.006206367050193727,Minimal (0-0.5%)
201001,Meskerem 2010,201001,Fccw8uMlJHN,Benishangul Gumuz Regional Health Bureau,6,,,,,,,,,,,,,,,,,,,,,,,,,2010,Meskerem,2017,Benishangul Gumuz,1,0.056976675,Kiremt,,,,,,,,,,,,,,,803.0115284710853,400.8125,1711.2608687284937,1203.8240284710853,70.34719547847513,Extremely Critical (>=30%),0.23422057228353088,Minimal (0-0.5%)
201001,Meskerem 2010,201001,tDoLtk2ylu4,Central Ethiopian region,1084709,19.0,56.0,,,,,,,,,,,,,,,,,,,,,,,2010,Meskerem,2017,Central Ethiopia,1,0.051689725,Kiremt,,,,,,,,,,,,,,,182.2925,23.43,1711.2608687284937,205.7225,12.021691359825025,Serious (10-15%),0.013691658839490107,Minimal (0-0.5%)
201001,Meskerem 2010,201001,G9hDiPNoB7d,Dire Dawa City Administration,1056248,,,,,,,,,,,,,,,,,,,,,,,,,2010,Meskerem,2017,Dire Dawa,1,0.01872265,Kiremt,,,,,,,,,,,,,,,803.0115284710853,400.8125,1711.2608687284937,1203.8240284710853,70.34719547847513,Extremely Critical (>=30%),0.23422057228353088,Minimal (0-0.5%)
201001,Meskerem 2010,201001,moBiwh9h5Ce,Gambella Region,1056252,,,,,,,,,,,,,,,,,,,,,,,,,2010,Meskerem,2017,Gambella,1,0.053772675,Kiremt,,,,,,,,,,,,,,,803.0115284710853,400.8125,1711.2608687284937,1203.8240284710853,70.34719547847513,Extremely Critical (>=30%),0.23422057228353088,Minimal (0-0.5%)
201001,Meskerem 2010,201001,b9nYedsL8te,Harari Region,1056249,,,,,,,,0.0,,,,,,,,,,,,,,,,,2010,Meskerem,2017,Harari,1,0.03781635,Kiremt,,,,,,,,,,,,,,,803.0115284710853,400.8125,1711.2608687284937,1203.8240284710853,70.34719547847513,Extremely Critical (>=30%),0.23422057228353088,Minimal (0-0.5%)
201001,Meskerem 2010,201001,XU2wpLlX4Vk,Oromia Region,1056258,301.0,1555.0,,,69.0,,,1.0,,89.0,,,,,,,,,,,,,28.0,0.0,2010,Meskerem,2017,Oromia,1,0.040222850000000004,Kiremt,464.0,24.0,,,,,,,28.0,54.0,,,,,116.0,8.0,1895.0,124.0,6.54353562005277,Alert (3-10%),0.004221635883905013,Minimal (0-0.5%)
201001,Meskerem 2010,201001,xNUoZIrGKxQ,Sidama Region,1063606,,,,,,,,,,,,,,,,,,,,,,,,,2010,Meskerem,2017,Sidama,1,0.044792725,Kiremt,,,,,,,,,,,,,,,803.0115284710853,400.8125,1711.2608687284937,1203.8240284710853,70.34719547847513,Extremely Critical (>=30%),0.23422057228353088,Minimal (0-0.5%)
201001,Meskerem 2010,201001,PCKGSJoNHXi,Somali Region,1056250,,,,,,,,,,,,,,,,,,,,,,,,,2010,Meskerem,2017,Somali,1,0.038945375000000004,Kiremt,,,,,,,,,,,,,,,803.0115284710853,400.8125,1711.2608687284937,1203.8240284710853,70.34719547847513,Extremely Critical (>=30%),0.23422057228353088,Minimal (0-0.5%)
201001,Meskerem 2010,201001,a2QIIR2UXcd,South Ethiopia Region,1084722,,,,,,,,,,,,,,,,,,,,,,,,,2010,Meskerem,2017,South Ethiopia,1,0.0350265,Kiremt,,,,,,,,,,,,,,,803.0115284710853,400.8125,1711.2608687284937,1203.8240284710853,70.34719547847513,Extremely Critical (>=30%),0.23422057228353088,Minimal (0-0.5%)
201001,Meskerem 2010,201001,HIlnt7Qj8do,South West Ethiopia Region,1065977,,,,,,,,,,,,,,,,,,,,,,,,,2010,Meskerem,2017,South West Ethiopia,1,0.056922875,Kiremt,,,,,,,,,,,,,,,803.0115284710853,400.8125,1711.2608687284937,1203.8240284710853,70.34719547847513,Extremely Critical (>=30%),0.23422057228353088,Minimal (0-0.5%)
