File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MOD17A2HGF_061_Gpp_500m_doy2022121000000_aid0002,Gpp_500m,aid0002,2022-05-01,71443.0,0.0031,0.0924,"(0.0031,0.0924)",0.0328572,0.0133004,0.0001769,0.0432,0.0761,0.0332,0.0031,0.0212
MOD17A2HGF_061_Gpp_500m_doy2022129000000_aid0002,Gpp_500m,aid0002,2022-05-09,71443.0,0.0022,0.0857,"(0.0022,0.0857)",0.035787,0.0146756,0.0002154,0.0476,0.083,0.0365,0.0022,0.0225
MOD17A2HGF_061_Gpp_500m_doy2022137000000_aid0002,Gpp_500m,aid0002,2022-05-17,71443.0,0.0031,0.0787,"(0.0031,0.0787)",0.0310203,0.0128185,0.0001643,0.0413,0.0728,0.0311,0.0031,0.0198
MOD17A2HGF_061_Gpp_500m_doy2022145000000_aid0002,Gpp_500m,aid0002,2022-05-25,71443.0,0.0029,0.0749,"(0.0029,0.0749)",0.0267267,0.0116206,0.000135,0.0352,0.0625,0.026,0.0029,0.017
MOD17A2HGF_061_Gpp_500m_doy2022153000000_aid0002,Gpp_500m,aid0002,2022-06-02,71443.0,0.0027,0.0732,"(0.0027,0.0732)",0.0267639,0.0121723,0.0001482,0.0357,0.0638,0.0257,0.0027,0.0168
MOD17A2HGF_061_Gpp_500m_doy2022161000000_aid0002,Gpp_500m,aid0002,2022-06-10,71443.0,0.0032,0.0896,"(0.0032,0.0896)",0.0314775,0.0134047,0.0001797,0.0418,0.0744,0.0304,0.0032,0.02
MOD17A2HGF_061_Gpp_500m_doy2022169000000_aid0002,Gpp_500m,aid0002,2022-06-18,71443.0,0.0032,0.078,"(0.0032,0.078)",0.0271605,0.0121253,0.000147,0.0361,0.0643,0.0262,0.0032,0.0172
MOD17A2HGF_061_Gpp_500m_doy2022177000000_aid0002,Gpp_500m,aid0002,2022-06-26,71443.0,0.0026,0.0717,"(0.0026,0.0717)",0.0263812,0.0120736,0.0001458,0.0344,0.0605,0.0249,0.0026,0.017
MOD17A2HGF_061_Gpp_500m_doy2022185000000_aid0002,Gpp_500m,aid0002,2022-07-04,71443.0,0.0021,0.0763,"(0.0021,0.0763)",0.0236466,0.0113026,0.0001277,0.0299,0.0515,0.0227,0.0021,0.0155
MOD17A2HGF_061_Gpp_500m_doy2022193000000_aid0002,Gpp_500m,aid0002,2022-07-12,71443.0,0.0028,0.0751,"(0.0028,0.0751)",0.0263182,0.0118926,0.0001414,0.0329,0.0558,0.0249,0.0028,0.0176
MOD17A2HGF_061_Gpp_500m_doy2022201000000_aid0002,Gpp_500m,aid0002,2022-07-20,71443.0,0.0027,0.0839,"(0.0027,0.0839)",0.0320183,0.0140928,0.0001986,0.0403,0.0676,0.0308,0.0027,0.0221
MOD17A2HGF_061_Gpp_500m_doy2022209000000_aid0002,Gpp_500m,aid0002,2022-07-28,71443.0,0.0034,0.0848,"(0.0034,0.0848)",0.0359631,0.0133088,0.0001771,0.0437,0.0693,0.0349,0.0034,0.0266
MOD17A2HGF_061_Gpp_500m_doy2022217000000_aid0002,Gpp_500m,aid0002,2022-08-05,71443.0,0.0022,0.0806,"(0.0022,0.0806)",0.0325286,0.0116465,0.0001356,0.0395,0.0621,0.0317,0.0022,0.0244
MOD17A2HGF_061_Gpp_500m_doy2022225000000_aid0002,Gpp_500m,aid0002,2022-08-13,71443.0,0.0024,0.0759,"(0.0024,0.0759)",0.0357699,0.0116055,0.0001347,0.0432,0.0661,0.0359,0.005,0.0279
MOD17A2HGF_061_Gpp_500m_doy2022233000000_aid0002,Gpp_500m,aid0002,2022-08-21,71443.0,0.002,0.0846,"(0.002,0.0846)",0.0403322,0.0116003,0.0001346,0.0483,0.0718,0.0409,0.0091,0.0326
MOD17A2HGF_061_Gpp_500m_doy2022241000000_aid0002,Gpp_500m,aid0002,2022-08-29,71443.0,0.003,0.0896,"(0.003,0.0896)",0.0439703,0.0130679,0.0001708,0.0535,0.0809,0.0449,0.0078,0.0352
MOD17A2HGF_061_Gpp_500m_doy2022249000000_aid0002,Gpp_500m,aid0002,2022-09-06,71443.0,0.0025,0.0809,"(0.0025,0.0809)",0.0414723,0.0122133,0.0001492,0.0503,0.0759,0.0422,0.0073,0.0331
MOD17A2HGF_061_Gpp_500m_doy2022257000000_aid0002,Gpp_500m,aid0002,2022-09-14,71443.0,0.0029,0.0979,"(0.0029,0.0979)",0.0495804,0.0142404,0.0002028,0.0599,0.0896,0.0507,0.0104,0.0401
MOD17A2HGF_061_Gpp_500m_doy2022265000000_aid0002,Gpp_500m,aid0002,2022-09-22,71443.0,0.0023,0.0939,"(0.0023,0.0939)",0.0505884,0.0139278,0.000194,0.0605,0.0887,0.0515,0.0133,0.0416
MOD17A2HGF_061_Gpp_500m_doy2022273000000_aid0002,Gpp_500m,aid0002,2022-09-30,71443.0,0.0028,0.0909,"(0.0028,0.0909)",0.0475271,0.0133376,0.0001779,0.0559,0.0808,0.0477,0.0144,0.0393
MOD17A2HGF_061_Gpp_500m_doy2022281000000_aid0002,Gpp_500m,aid0002,2022-10-08,71443.0,0.0024,0.0967,"(0.0024,0.0967)",0.050616,0.0123845,0.0001534,0.0586,0.0811,0.0514,0.0211,0.0436
MOD17A2HGF_061_Gpp_500m_doy2022289000000_aid0002,Gpp_500m,aid0002,2022-10-16,71443.0,0.0031,0.1032,"(0.0031,0.1032)",0.0532489,0.0105511,0.0001113,0.06,0.0799,0.0531,0.0268,0.0467
MOD17A2HGF_061_Gpp_500m_doy2022297000000_aid0002,Gpp_500m,aid0002,2022-10-24,71443.0,0.003,0.0956,"(0.003,0.0956)",0.0512912,0.0107992,0.0001166,0.0586,0.0797,0.0512,0.0234,0.0445
MOD17A2HGF_061_Gpp_500m_doy2022305000000_aid0002,Gpp_500m,aid0002,2022-11-01,71443.0,0.0032,0.0933,"(0.0032,0.0933)",0.0500412,0.0116747,0.0001363,0.059,0.0839,0.0512,0.0166,0.042
MOD17A2HGF_061_Gpp_500m_doy2022313000000_aid0002,Gpp_500m,aid0002,2022-11-09,71443.0,0.0034,0.0841,"(0.0034,0.0841)",0.0426774,0.0110127,0.0001213,0.051,0.0753,0.044,0.01,0.0346
MOD17A2HGF_061_Gpp_500m_doy2022321000000_aid0002,Gpp_500m,aid0002,2022-11-17,71443.0,0.0032,0.0861,"(0.0032,0.0861)",0.0392889,0.0104518,0.0001092,0.0469,0.0698,0.0403,0.0088,0.0316
MOD17A2HGF_061_Gpp_500m_doy2022329000000_aid0002,Gpp_500m,aid0002,2022-11-25,71443.0,0.0035,0.0842,"(0.0035,0.0842)",0.0363531,0.0103296,0.0001067,0.0439,0.0666,0.0374,0.0057,0.0286
MOD17A2HGF_061_Gpp_500m_doy2022337000000_aid0002,Gpp_500m,aid0002,2022-12-03,71443.0,0.0036,0.0839,"(0.0036,0.0839)",0.0332016,0.0100335,0.0001007,0.0407,0.064,0.0337,0.0036,0.025
MOD17A2HGF_061_Gpp_500m_doy2022345000000_aid0002,Gpp_500m,aid0002,2022-12-11,71443.0,0.0032,0.0782,"(0.0032,0.0782)",0.0311147,0.0093853,8.81e-05,0.0381,0.0601,0.0315,0.0032,0.0234
MOD17A2HGF_061_Gpp_500m_doy2022353000000_aid0002,Gpp_500m,aid0002,2022-12-19,71443.0,0.0029,0.0763,"(0.0029,0.0763)",0.027224,0.0090363,8.17e-05,0.0334,0.0526,0.0271,0.0029,0.0206
MOD17A2HGF_061_Gpp_500m_doy2022361000000_aid0002,Gpp_500m,aid0002,2022-12-27,71443.0,0.0021,0.0543,"(0.0021,0.0543)",0.0183435,0.0071378,5.09e-05,0.0237,0.04,0.0189,0.0021,0.0128
MOD17A2HGF_061_Gpp_500m_doy2023001000000_aid0002,Gpp_500m,aid0002,2023-01-01,71443.0,0.0027,0.0893,"(0.0027,0.0893)",0.0291656,0.0096753,9.36e-05,0.036,0.0586,0.0295,0.0027,0.0209
MOD17A2HGF_061_Gpp_500m_doy2023009000000_aid0002,Gpp_500m,aid0002,2023-01-09,71443.0,0.0024,0.0847,"(0.0024,0.0847)",0.0278767,0.0091799,8.43e-05,0.0345,0.0552,0.0283,0.0024,0.0207
MOD17A2HGF_061_Gpp_500m_doy2023017000000_aid0002,Gpp_500m,aid0002,2023-01-17,71443.0,0.0024,0.075,"(0.0024,0.075)",0.0245385,0.0085633,7.33e-05,0.0308,0.0501,0.0248,0.0024,0.0179
MOD17A2HGF_061_Gpp_500m_doy2023025000000_aid0002,Gpp_500m,aid0002,2023-01-25,71443.0,0.0024,0.0849,"(0.0024,0.0849)",0.0250768,0.0089709,8.05e-05,0.0312,0.0507,0.0253,0.0024,0.0182
MOD17A2HGF_061_Gpp_500m_doy2023033000000_aid0002,Gpp_500m,aid0002,2023-02-02,71443.0,0.002,0.0834,"(0.002,0.0834)",0.0223037,0.0080129,6.42e-05,0.0279,0.0463,0.0218,0.002,0.0156
MOD17A2HGF_061_Gpp_500m_doy2023041000000_aid0002,Gpp_500m,aid0002,2023-02-10,71443.0,0.0016,0.0815,"(0.0016,0.0815)",0.0212868,0.0079737,6.36e-05,0.0271,0.0461,0.0205,0.0016,0.0144
MOD17A2HGF_061_Gpp_500m_doy2023049000000_aid0002,Gpp_500m,aid0002,2023-02-18,71443.0,0.0017,0.0707,"(0.0017,0.0707)",0.0192511,0.0072396,5.24e-05,0.0247,0.0422,0.0187,0.0017,0.013
MOD17A2HGF_061_Gpp_500m_doy2023057000000_aid0002,Gpp_500m,aid0002,2023-02-26,71443.0,0.0022,0.0759,"(0.0022,0.0759)",0.02155,0.0086993,7.57e-05,0.0271,0.0454,0.0203,0.0022,0.0149
MOD17A2HGF_061_Gpp_500m_doy2023065000000_aid0002,Gpp_500m,aid0002,2023-03-06,71443.0,0.0023,0.0785,"(0.0023,0.0785)",0.0221475,0.0079491,6.32e-05,0.0274,0.0449,0.0223,0.0023,0.0157
MOD17A2HGF_061_Gpp_500m_doy2023073000000_aid0002,Gpp_500m,aid0002,2023-03-14,71443.0,0.0023,0.0743,"(0.0023,0.0743)",0.0233092,0.0083049,6.9e-05,0.0296,0.0498,0.0233,0.0023,0.0161
MOD17A2HGF_061_Gpp_500m_doy2023081000000_aid0002,Gpp_500m,aid0002,2023-03-22,71443.0,0.0026,0.0908,"(0.0026,0.0908)",0.0314709,0.0102579,0.0001052,0.0388,0.0613,0.0314,0.0026,0.0238
MOD17A2HGF_061_Gpp_500m_doy2023089000000_aid0002,Gpp_500m,aid0002,2023-03-30,71443.0,0.0026,0.0909,"(0.0026,0.0909)",0.0368707,0.0108442,0.0001176,0.0445,0.0676,0.0375,0.006,0.0291
MOD17A2HGF_061_Gpp_500m_doy2023097000000_aid0002,Gpp_500m,aid0002,2023-04-07,71443.0,0.0027,0.0905,"(0.0027,0.0905)",0.0403576,0.0098459,9.69e-05,0.0472,0.0671,0.0409,0.014,0.0339
MOD17A2HGF_061_Gpp_500m_doy2023105000000_aid0002,Gpp_500m,aid0002,2023-04-15,71443.0,0.0026,0.0976,"(0.0026,0.0976)",0.0403145,0.012166,0.000148,0.0492,0.0761,0.0409,0.0042,0.0312
MOD17A2HGF_061_Gpp_500m_doy2023113000000_aid0002,Gpp_500m,aid0002,2023-04-23,71443.0,0.0021,0.0768,"(0.0021,0.0768)",0.0343694,0.0104155,0.0001085,0.0416,0.0635,0.0348,0.0051,0.027
MOD17A2HGF_061_Gpp_500m_doy2023121000000_aid0002,Gpp_500m,aid0002,2023-05-01,71443.0,0.0026,0.0876,"(0.0026,0.0876)",0.0422501,0.0134482,0.0001809,0.0518,0.0807,0.0424,0.0036,0.0325
MOD17A2HGF_061_Gpp_500m_doy2023129000000_aid0002,Gpp_500m,aid0002,2023-05-09,71443.0,0.0028,0.1002,"(0.0028,0.1002)",0.0469023,0.0151467,0.0002294,0.0586,0.0916,0.0471,0.0028,0.0359
MOD17A2HGF_061_Gpp_500m_doy2023137000000_aid0002,Gpp_500m,aid0002,2023-05-17,71443.0,0.0026,0.0883,"(0.0026,0.0883)",0.0467664,0.0126885,0.000161,0.0558,0.0822,0.0474,0.0116,0.0381
MOD17A2HGF_061_Gpp_500m_doy2023145000000_aid0002,Gpp_500m,aid0002,2023-05-25,71443.0,0.0029,0.0963,"(0.0029,0.0963)",0.0490111,0.0143629,0.0002063,0.0589,0.0886,0.0488,0.0094,0.0391
MOD17A2HGF_061_Gpp_500m_doy2023153000000_aid0002,Gpp_500m,aid0002,2023-06-02,71443.0,0.003,0.0972,"(0.003,0.0972)",0.0474158,0.0147606,0.0002179,0.0576,0.0886,0.0472,0.0065,0.0369
MOD17A2HGF_061_Gpp_500m_doy2023161000000_aid0002,Gpp_500m,aid0002,2023-06-10,71443.0,0.0026,0.0833,"(0.0026,0.0833)",0.0416634,0.0124943,0.0001561,0.0505,0.077,0.0414,0.0064,0.0328
MOD17A2HGF_061_Gpp_500m_doy2023169000000_aid0002,Gpp_500m,aid0002,2023-06-18,71443.0,0.0026,0.0984,"(0.0026,0.0984)",0.0446311,0.0142642,0.0002035,0.0547,0.085,0.0444,0.0042,0.0345
MOD17A2HGF_061_Gpp_500m_doy2023177000000_aid0002,Gpp_500m,aid0002,2023-06-26,71443.0,0.0028,0.0909,"(0.0028,0.0909)",0.0414568,0.0126205,0.0001593,0.0504,0.0773,0.0411,0.0055,0.0324
MOD17A2HGF_061_Gpp_500m_doy2023185000000_aid0002,Gpp_500m,aid0002,2023-07-04,71443.0,0.0028,0.0906,"(0.0028,0.0906)",0.0411774,0.0127942,0.0001637,0.0499,0.0763,0.0407,0.0059,0.0323
MOD17A2HGF_061_Gpp_500m_doy2023193000000_aid0002,Gpp_500m,aid0002,2023-07-12,71443.0,0.0029,0.0968,"(0.0029,0.0968)",0.0427015,0.0128966,0.0001663,0.0516,0.0784,0.0426,0.007,0.0337
MOD17A2HGF_061_Gpp_500m_doy2023201000000_aid0002,Gpp_500m,aid0002,2023-07-20,71443.0,0.0023,0.0771,"(0.0023,0.0771)",0.0351688,0.0105092,0.0001104,0.0425,0.0644,0.0352,0.006,0.0279
MOD17A2HGF_061_Gpp_500m_doy2023209000000_aid0002,Gpp_500m,aid0002,2023-07-28,71443.0,0.0028,0.0922,"(0.0028,0.0922)",0.0406043,0.0115231,0.0001328,0.0481,0.0714,0.0401,0.0093,0.03255
MOD17A2HGF_061_Gpp_500m_doy2023217000000_aid0002,Gpp_500m,aid0002,2023-08-05,71443.0,0.0026,0.0856,"(0.0026,0.0856)",0.0395714,0.0109513,0.0001199,0.0471,0.069,0.0402,0.0106,0.0325
MOD17A2HGF_061_Gpp_500m_doy2023225000000_aid0002,Gpp_500m,aid0002,2023-08-13,71443.0,0.0032,0.1131,"(0.0032,0.1131)",0.055009,0.0151279,0.0002289,0.0652,0.0941,0.0556,0.017,0.0459
MOD17A2HGF_061_Gpp_500m_doy2023233000000_aid0002,Gpp_500m,aid0002,2023-08-21,71443.0,0.0027,0.1069,"(0.0027,0.1069)",0.0501916,0.0136439,0.0001862,0.0595,0.086,0.0504,0.0153,0.0418
MOD17A2HGF_061_Gpp_500m_doy2023241000000_aid0002,Gpp_500m,aid0002,2023-08-29,71443.0,0.0026,0.0938,"(0.0026,0.0938)",0.0493793,0.0134675,0.0001814,0.0594,0.0882,0.0504,0.0114,0.0402
MOD17A2HGF_061_Gpp_500m_doy2023249000000_aid0002,Gpp_500m,aid0002,2023-09-06,71443.0,0.003,0.0963,"(0.003,0.0963)",0.0470799,0.0144056,0.0002075,0.0574,0.0867,0.0485,0.0084,0.0378
MOD17A2HGF_061_Gpp_500m_doy2023257000000_aid0002,Gpp_500m,aid0002,2023-09-14,71443.0,0.0028,0.0928,"(0.0028,0.0928)",0.0478042,0.011598,0.0001345,0.0561,0.0796,0.0486,0.0169,0.0404
MOD17A2HGF_061_Gpp_500m_doy2023265000000_aid0002,Gpp_500m,aid0002,2023-09-22,71443.0,0.0026,0.0927,"(0.0026,0.0927)",0.0479585,0.0107831,0.0001163,0.0552,0.0751,0.0485,0.022,0.0419
MOD17A2HGF_061_Gpp_500m_doy2023273000000_aid0002,Gpp_500m,aid0002,2023-09-30,71443.0,0.004,0.1033,"(0.004,0.1033)",0.0564816,0.0119026,0.0001417,0.0656,0.0926,0.0565,0.0204,0.0475
MOD17A2HGF_061_Gpp_500m_doy2023281000000_aid0002,Gpp_500m,aid0002,2023-10-08,71443.0,0.0037,0.0981,"(0.0037,0.0981)",0.0548972,0.0125834,0.0001583,0.0651,0.0887,0.0568,0.0164,0.0456
MOD17A2HGF_061_Gpp_500m_doy2023289000000_aid0002,Gpp_500m,aid0002,2023-10-16,71443.0,0.0034,0.0952,"(0.0034,0.0952)",0.0441819,0.0112835,0.0001273,0.053,0.0783,0.0444,0.0108,0.0361
MOD17A2HGF_061_Gpp_500m_doy2023297000000_aid0002,Gpp_500m,aid0002,2023-10-24,71443.0,0.0033,0.0892,"(0.0033,0.0892)",0.0373781,0.0117385,0.0001378,0.0463,0.0733,0.0379,0.0033,0.0281
MOD17A2HGF_061_Gpp_500m_doy2023305000000_aid0002,Gpp_500m,aid0002,2023-11-01,71443.0,0.0029,0.0763,"(0.0029,0.0763)",0.0349903,0.0108369,0.0001174,0.0437,0.0703,0.0356,0.0029,0.0259
MOD17A2HGF_061_Gpp_500m_doy2023313000000_aid0002,Gpp_500m,aid0002,2023-11-09,71443.0,0.0038,0.1017,"(0.0038,0.1017)",0.0470978,0.0115696,0.0001339,0.0556,0.0806,0.0485,0.014,0.0389
MOD17A2HGF_061_Gpp_500m_doy2023321000000_aid0002,Gpp_500m,aid0002,2023-11-17,71443.0,0.0035,0.093,"(0.0035,0.093)",0.0404578,0.0109111,0.0001191,0.0484,0.0716,0.0412,0.0099,0.0329
MOD17A2HGF_061_Gpp_500m_doy2023329000000_aid0002,Gpp_500m,aid0002,2023-11-25,71443.0,0.0039,0.0943,"(0.0039,0.0943)",0.0398705,0.0109742,0.0001204,0.0483,0.0726,0.0407,0.0072,0.0316
MOD17A2HGF_061_Gpp_500m_doy2023337000000_aid0002,Gpp_500m,aid0002,2023-12-03,71443.0,0.0033,0.0894,"(0.0033,0.0894)",0.034921,0.0095821,9.18e-05,0.042,0.0626,0.0351,0.0078,0.0282
MOD17A2HGF_061_Gpp_500m_doy2023345000000_aid0002,Gpp_500m,aid0002,2023-12-11,71443.0,0.0032,0.0941,"(0.0032,0.0941)",0.035849,0.0107246,0.000115,0.0438,0.0677,0.036,0.0038,0.0278
MOD17A2HGF_061_Gpp_500m_doy2023353000000_aid0002,Gpp_500m,aid0002,2023-12-19,71443.0,0.0039,0.0936,"(0.0039,0.0936)",0.0336653,0.0098023,9.61e-05,0.0412,0.0652,0.0336,0.0039,0.0252
MOD17A2HGF_061_Gpp_500m_doy2023361000000_aid0002,Gpp_500m,aid0002,2023-12-27,71443.0,0.0019,0.0491,"(0.0019,0.0491)",0.0171914,0.0049376,2.44e-05,0.0209,0.0318,0.0174,0.0029,0.0136
MOD17A2HGF_061_Gpp_500m_doy2024001000000_aid0002,Gpp_500m,aid0002,2024-01-01,71443.0,0.0033,0.0739,"(0.0033,0.0739)",0.0286233,0.0090478,8.19e-05,0.0355,0.0559,0.029,0.0033,0.0219
